year,month,day,tmax,tmin,precip,snow,snowcover
2000,8,2,92,62,-999.00,0.0,0
2000,8,3,92,61,-999.00,0.0,0
2000,8,4,91,60,0.01,0.0,0
2000,8,5,93,62,-999.00,0.0,0
2000,8,6,89,53,0.00,0.0,0
2000,8,7,93,57,-999.00,0.0,0
2000,8,8,97,64,0.00,0.0,0
2000,8,9,95,60,0.00,0.0,0
2000,8,10,93,55,0.00,0.0,0
2000,8,11,95,60,-999.00,0.0,0
2000,8,12,84,65,-999.00,0.0,0
2000,8,13,92,57,0.00,0.0,0
2000,8,14,93,61,0.00,0.0,0
2000,8,15,91,63,0.00,0.0,0
2000,8,16,90,61,0.04,0.0,0
2000,8,17,75,60,0.06,0.0,0
2000,8,18,73,60,0.16,0.0,0
2000,8,19,88,58,0.00,0.0,0
2000,8,20,87,56,0.08,0.0,0
2000,8,21,79,52,0.02,0.0,0
2000,8,22,88,54,-999.00,0.0,0
2000,8,23,87,51,-999.00,0.0,0
2000,8,24,91,54,0.00,0.0,0
2000,8,25,89,58,0.00,0.0,0
2000,8,26,87,56,0.08,0.0,0
2000,8,27,85,56,-999.00,0.0,0
2000,8,28,85,58,0.01,0.0,0
2000,8,29,82,57,0.11,0.0,0
2000,8,30,86,55,0.12,0.0,0
2000,8,31,77,49,0.03,0.0,0
2000,9,1,80,49,-999.00,0.0,0
2000,9,2,83,51,0.00,0.0,0
2000,9,3,84,50,0.00,0.0,0
2000,9,4,89,50,-999.00,0.0,0
2000,9,5,92,55,0.00,0.0,0
2000,9,6,91,55,-999.00,0.0,0
2000,9,7,80,45,-999.00,0.0,0
2000,9,8,83,56,-999.00,0.0,0
2000,9,9,86,56,0.01,0.0,0
2000,9,10,89,51,0.00,0.0,0
2000,9,11,81,55,0.00,0.0,0
2000,9,12,84,46,0.00,0.0,0
2000,9,13,90,52,0.00,0.0,0
2000,9,14,83,50,0.00,0.0,0
2000,9,15,91,47,0.00,0.0,0
2000,9,16,93,58,0.00,0.0,0
2000,9,17,93,55,0.00,0.0,0
2000,9,18,86,65,0.00,0.0,0
2000,9,19,82,56,0.00,0.0,0
2000,9,20,72,40,0.90,0.0,0
2000,9,21,74,37,0.01,0.0,0
2000,9,22,58,35,0.35,0.0,0
2000,9,23,39,30,0.63,1.4,-999
2000,9,24,43,28,0.59,5.1,1
2000,9,25,65,28,0.00,0.0,0
2000,9,26,71,34,0.00,0.0,0
2000,9,27,73,38,0.00,0.0,0
2000,9,28,77,40,0.00,0.0,0
2000,9,29,81,51,0.00,0.0,0
2000,9,30,78,52,0.02,0.0,0
2000,10,1,84,55,0.00,0.0,0
2000,10,2,80,41,0.00,0.0,0
2000,10,3,75,46,-999.00,0.0,0
2000,10,4,64,41,0.00,0.0,0
2000,10,5,64,34,0.33,0.0,0
2000,10,6,35,29,0.31,0.9,-999
2000,10,7,40,30,0.07,-999.0,0
2000,10,8,52,31,0.00,0.0,0
2000,10,9,64,27,0.00,0.0,0
2000,10,10,69,33,0.00,0.0,0
2000,10,11,71,37,0.00,0.0,0
2000,10,12,68,43,0.00,0.0,0
2000,10,13,64,38,0.00,0.0,0
2000,10,14,59,34,0.00,0.0,0
2000,10,15,61,31,0.00,0.0,0
2000,10,16,64,32,0.00,0.0,0
2000,10,17,67,34,0.00,0.0,0
2000,10,18,74,36,0.00,0.0,0
2000,10,19,75,41,0.00,0.0,0
2000,10,20,64,36,0.00,0.0,0
2000,10,21,72,34,0.00,0.0,0
2000,10,22,57,38,0.41,0.0,0
2000,10,23,48,37,0.06,0.0,0
2000,10,24,61,41,-999.00,0.0,0
2000,10,25,65,34,0.00,0.0,0
2000,10,26,63,33,0.00,0.0,0
2000,10,27,58,33,0.00,0.0,0
2000,10,28,56,39,0.00,0.0,0
2000,10,29,65,41,-999.00,0.0,0
2000,10,30,61,34,0.00,0.0,0
2000,10,31,49,33,0.10,0.0,0
2000,11,1,55,36,0.02,0.0,0
2000,11,2,49,30,-999.00,0.0,0
2000,11,3,44,28,0.14,0.9,0
2000,11,4,56,23,0.00,0.0,0
2000,11,5,52,30,0.26,1.0,1
2000,11,6,34,21,-999.00,-999.0,-999
2000,11,7,42,12,0.00,0.0,0
2000,11,8,45,21,0.00,0.0,0
2000,11,9,44,20,0.00,0.0,0
2000,11,10,33,20,-999.00,-999.0,0
2000,11,11,25,14,0.33,5.3,5
2000,11,12,28,1,-999.00,-999.0,4
2000,11,13,36,4,0.00,0.0,3
2000,11,14,38,4,0.00,0.0,2
2000,11,15,40,13,0.00,0.0,1
2000,11,16,31,12,0.00,0.0,-999
2000,11,17,33,9,0.03,0.8,1
2000,11,18,44,3,0.11,2.9,2
2000,11,19,46,20,0.00,0.0,1
2000,11,20,41,14,0.00,0.0,1
2000,11,21,53,25,0.00,0.0,1
2000,11,22,52,27,0.00,0.0,-999
2000,11,23,47,24,0.00,0.0,-999
2000,11,24,53,24,0.00,0.0,-999
2000,11,25,43,24,0.00,0.0,-999
2000,11,26,52,24,0.00,0.0,-999
2000,11,27,46,26,0.00,0.0,-999
2000,11,28,46,29,0.00,0.0,-999
2000,11,29,40,18,0.00,0.0,-999
2000,11,30,53,22,0.00,0.0,0
2000,12,1,41,20,0.00,0.0,-999
2000,12,2,46,18,0.00,0.0,-999
2000,12,3,55,25,0.00,0.0,0
2000,12,4,51,25,0.00,0.0,0
2000,12,5,53,23,-999.00,-999.0,-999
2000,12,6,53,17,0.06,1.5,-999
2000,12,7,57,36,0.00,0.0,0
2000,12,8,40,23,0.00,0.0,0
2000,12,9,54,30,0.00,0.0,0
2000,12,10,45,18,0.01,0.1,-999
2000,12,11,19,3,0.24,4.0,3
2000,12,12,26,1,0.00,0.0,2
2000,12,13,30,8,0.00,0.0,2
2000,12,14,47,12,0.00,0.0,1
2000,12,15,45,30,0.01,0.2,1
2000,12,16,40,12,-999.00,-999.0,-999
2000,12,17,58,21,-999.00,-999.0,-999
2000,12,18,36,21,0.00,0.0,0
2000,12,19,56,23,0.00,0.0,0
2000,12,20,47,14,0.04,1.5,2
2000,12,21,28,5,0.00,0.0,1
2000,12,22,50,16,0.00,0.0,0
2000,12,23,46,23,0.00,0.0,0
2000,12,24,38,19,0.00,0.0,0
2000,12,25,30,19,0.06,0.9,1
2000,12,26,40,14,0.01,0.2,-999
2000,12,27,56,21,0.00,0.0,-999
2000,12,28,52,31,0.00,0.0,0
2000,12,29,36,16,0.00,0.0,0
2000,12,30,35,18,0.00,0.0,0
2000,12,31,39,24,0.01,0.1,0
2001,1,1,34,17,0.00,0.0,0
2001,1,2,43,19,0.00,0.0,0
2001,1,3,57,28,0.00,0.0,0
2001,1,4,65,34,0.00,0.0,0
2001,1,5,64,32,0.00,0.0,0
2001,1,6,64,34,0.00,0.0,0
2001,1,7,41,24,-999.00,-999.0,0
2001,1,8,54,20,0.00,0.0,0
2001,1,9,50,22,0.00,0.0,0
2001,1,10,57,28,0.00,0.0,0
2001,1,11,51,26,0.00,0.0,0
2001,1,12,53,24,0.00,0.0,0
2001,1,13,46,28,0.00,0.0,0
2001,1,14,41,23,0.00,0.0,0
2001,1,15,33,16,-999.00,-999.0,-999
2001,1,16,30,16,0.47,7.0,7
2001,1,17,33,2,0.01,0.3,4
2001,1,18,38,11,0.00,0.0,3
2001,1,19,37,11,0.00,0.0,3
2001,1,20,45,18,0.00,0.0,2
2001,1,21,45,18,0.00,0.0,2
2001,1,22,50,24,0.00,0.0,2
2001,1,23,39,23,0.00,0.0,1
2001,1,24,39,21,0.00,0.0,1
2001,1,25,46,21,0.00,0.0,-999
2001,1,26,40,25,0.00,0.0,-999
2001,1,27,33,18,0.02,2.0,-999
2001,1,28,26,21,0.08,0.6,1
2001,1,29,41,21,0.15,2.2,3
2001,1,30,40,29,0.00,0.0,2
2001,1,31,35,18,0.00,0.0,1
2001,2,1,42,18,0.00,0.0,1
2001,2,2,52,23,0.00,0.0,-999
2001,2,3,51,37,0.00,0.0,-999
2001,2,4,46,22,0.00,0.0,-999
2001,2,5,59,29,-999.00,0.0,0
2001,2,6,51,25,0.02,0.1,0
2001,2,7,35,22,0.02,0.1,-999
2001,2,8,22,10,0.27,4.2,4
2001,2,9,25,-5,0.04,1.2,3
2001,2,10,36,5,0.00,0.0,3
2001,2,11,47,16,0.00,0.0,1
2001,2,12,44,22,0.00,0.0,-999
2001,2,13,46,23,0.00,0.0,-999
2001,2,14,39,11,0.37,4.9,4
2001,2,15,40,5,-999.00,-999.0,2
2001,2,16,27,20,-999.00,-999.0,2
2001,2,17,43,20,0.00,0.0,2
2001,2,18,55,25,0.00,0.0,1
2001,2,19,51,32,0.00,0.0,-999
2001,2,20,48,26,0.00,0.0,-999
2001,2,21,52,29,0.00,0.0,-999
2001,2,22,54,32,0.00,0.0,-999
2001,2,23,47,28,0.00,0.0,0
2001,2,24,41,31,0.00,0.0,0
2001,2,25,52,26,0.00,0.0,0
2001,2,26,46,27,0.00,0.0,0
2001,2,27,33,14,0.13,2.6,3
2001,2,28,40,13,-999.00,-999.0,-999
2001,2,29,-998,-998,-998.00,-998.0,-998
2001,3,1,55,27,0.02,0.1,1
2001,3,2,51,22,0.00,0.0,0
2001,3,3,49,24,0.00,0.0,0
2001,3,4,52,24,0.00,0.0,0
2001,3,5,62,27,0.00,0.0,0
2001,3,6,58,39,0.00,0.0,0
2001,3,7,56,32,0.00,0.0,0
2001,3,8,58,29,-999.00,0.0,0
2001,3,9,62,33,0.00,0.0,0
2001,3,10,58,30,0.36,2.1,2
2001,3,11,32,26,0.35,3.6,5
2001,3,12,50,18,0.01,0.2,1
2001,3,13,57,34,0.00,0.0,0
2001,3,14,52,34,0.02,-999.0,0
2001,3,15,45,24,0.00,0.0,0
2001,3,16,42,22,0.00,0.0,0
2001,3,17,39,27,0.23,2.3,2
2001,3,18,46,22,0.02,0.1,0
2001,3,19,62,26,0.00,0.0,0
2001,3,20,67,38,0.00,0.0,0
2001,3,21,65,38,-999.00,0.0,0
2001,3,22,61,36,0.06,0.0,0
2001,3,23,62,35,-999.00,0.0,0
2001,3,24,48,31,0.04,0.0,0
2001,3,25,34,30,0.05,0.3,0
2001,3,26,38,28,0.56,6.8,4
2001,3,27,56,31,-999.00,0.0,0
2001,3,28,53,26,0.00,0.0,0
2001,3,29,46,30,0.11,0.0,0
2001,3,30,57,31,0.06,-999.0,0
2001,3,31,53,27,0.12,1.1,0
2001,4,1,70,35,0.00,0.0,0
2001,4,2,65,36,0.00,0.0,0
2001,4,3,68,43,0.00,0.0,0
2001,4,4,66,40,0.00,0.0,0
2001,4,5,61,44,0.00,0.0,0
2001,4,6,59,41,0.00,0.0,0
2001,4,7,61,41,0.00,0.0,0
2001,4,8,61,32,0.00,0.0,0
2001,4,9,61,32,0.00,0.0,0
2001,4,10,58,34,0.14,-999.0,0
2001,4,11,46,32,1.12,3.1,-999
2001,4,12,46,30,0.00,0.0,0
2001,4,13,59,32,-999.00,0.0,0
2001,4,14,61,29,-999.00,0.0,0
2001,4,15,60,31,-999.00,0.0,0
2001,4,16,59,30,-999.00,-999.0,0
2001,4,17,60,36,0.00,0.0,0
2001,4,18,79,39,0.00,0.0,0
2001,4,19,75,55,0.00,0.0,0
2001,4,20,70,44,0.11,0.0,0
2001,4,21,59,34,0.02,0.0,0
2001,4,22,45,31,1.54,7.4,0
2001,4,23,55,24,0.00,0.0,-999
2001,4,24,64,32,0.00,0.0,0
2001,4,25,69,37,0.00,0.0,0
2001,4,26,74,42,0.00,0.0,0
2001,4,27,77,44,0.00,0.0,0
2001,4,28,76,44,0.00,0.0,0
2001,4,29,77,49,0.01,0.0,0
2001,4,30,76,48,0.00,0.0,0
2001,5,1,84,55,0.00,0.0,0
2001,5,2,78,33,0.52,0.9,-999
2001,5,3,37,32,1.80,-999.0,0
2001,5,4,39,33,0.63,1.8,-999
2001,5,5,49,34,0.99,-999.0,0
2001,5,6,60,39,0.01,0.0,0
2001,5,7,62,37,0.00,0.0,0
2001,5,8,74,44,0.00,0.0,0
2001,5,9,78,47,-999.00,0.0,0
2001,5,10,80,51,0.00,0.0,0
2001,5,11,76,49,0.00,0.0,0
2001,5,12,80,43,0.00,0.0,0
2001,5,13,84,50,0.00,0.0,0
2001,5,14,82,57,-999.00,0.0,0
2001,5,15,84,55,0.00,0.0,0
2001,5,16,78,63,0.00,0.0,0
2001,5,17,78,52,0.13,0.0,0
2001,5,18,76,45,0.12,0.0,0
2001,5,19,76,51,-999.00,0.0,0
2001,5,20,76,34,0.07,0.2,-999
2001,5,21,56,26,0.33,3.6,0
2001,5,22,75,37,0.00,0.0,0
2001,5,23,79,43,0.00,0.0,0
2001,5,24,78,42,0.00,0.0,0
2001,5,25,73,38,0.00,0.0,0
2001,5,26,74,44,-999.00,0.0,0
2001,5,27,76,54,0.02,0.0,0
2001,5,28,70,48,0.01,0.0,0
2001,5,29,78,52,0.02,0.0,0
2001,5,30,73,52,0.31,0.0,0
2001,5,31,75,43,-999.00,0.0,0
2001,6,1,80,48,0.00,0.0,0
2001,6,2,91,47,0.00,0.0,0
2001,6,3,87,56,-999.00,0.0,0
2001,6,4,62,50,0.37,0.0,0
2001,6,5,73,34,0.33,0.0,0
2001,6,6,80,47,0.00,0.0,0
2001,6,7,78,55,0.00,0.0,0
2001,6,8,84,51,-999.00,0.0,0
2001,6,9,88,54,-999.00,0.0,0
2001,6,10,92,55,0.00,0.0,0
2001,6,11,91,59,0.00,0.0,0
2001,6,12,89,53,0.00,0.0,0
2001,6,13,75,44,0.38,0.0,0
2001,6,14,67,37,-999.00,0.0,0
2001,6,15,82,47,0.00,0.0,0
2001,6,16,82,47,0.00,0.0,0
2001,6,17,93,49,0.00,0.0,0
2001,6,18,92,69,0.00,0.0,0
2001,6,19,85,55,0.00,0.0,0
2001,6,20,76,48,0.00,0.0,0
2001,6,21,80,52,0.00,0.0,0
2001,6,22,89,52,-999.00,0.0,0
2001,6,23,95,55,0.00,0.0,0
2001,6,24,88,61,-999.00,0.0,0
2001,6,25,92,60,-999.00,0.0,0
2001,6,26,88,60,0.01,0.0,0
2001,6,27,89,57,-999.00,0.0,0
2001,6,28,93,58,0.00,0.0,0
2001,6,29,96,59,0.00,0.0,0
2001,6,30,97,58,-999.00,0.0,0
2001,7,1,94,63,-999.00,0.0,0
2001,7,2,97,60,0.00,0.0,0
2001,7,3,90,58,0.00,0.0,0
2001,7,4,95,62,-999.00,0.0,0
2001,7,5,95,62,0.00,0.0,0
2001,7,6,96,66,0.03,0.0,0
2001,7,7,94,63,-999.00,0.0,0
2001,7,8,92,67,0.63,0.0,0
2001,7,9,86,61,0.06,0.0,0
2001,7,10,86,63,0.00,0.0,0
2001,7,11,88,56,0.12,0.0,0
2001,7,12,84,59,0.29,0.0,0
2001,7,13,83,57,0.08,0.0,0
2001,7,14,82,55,0.33,0.0,0
2001,7,15,85,56,0.00,0.0,0
2001,7,16,88,60,0.00,0.0,0
2001,7,17,88,60,0.00,0.0,0
2001,7,18,90,63,-999.00,0.0,0
2001,7,19,91,58,0.03,0.0,0
2001,7,20,91,57,-999.00,0.0,0
2001,7,21,93,62,-999.00,0.0,0
2001,7,22,94,63,-999.00,0.0,0
2001,7,23,86,60,-999.00,0.0,0
2001,7,24,85,57,-999.00,0.0,0
2001,7,25,90,56,0.01,0.0,0
2001,7,26,82,60,-999.00,0.0,0
2001,7,27,84,56,0.04,0.0,0
2001,7,28,93,54,0.12,0.0,0
2001,7,29,99,63,0.00,0.0,0
2001,7,30,98,64,0.00,0.0,0
2001,7,31,93,66,0.02,0.0,0
2001,8,1,88,62,0.02,0.0,0
2001,8,2,86,60,-999.00,0.0,0
2001,8,3,92,58,0.00,0.0,0
2001,8,4,91,65,0.00,0.0,0
2001,8,5,95,65,0.00,0.0,0
2001,8,6,93,64,-999.00,0.0,0
2001,8,7,92,59,0.01,0.0,0
2001,8,8,91,60,0.00,0.0,0
2001,8,9,81,56,1.00,0.0,0
2001,8,10,78,55,0.05,0.0,0
2001,8,11,84,53,0.05,0.0,0
2001,8,12,85,56,0.00,0.0,0
2001,8,13,81,56,0.00,0.0,0
2001,8,14,75,59,0.07,0.0,0
2001,8,15,79,59,0.30,0.0,0
2001,8,16,76,52,0.07,0.0,0
2001,8,17,83,50,0.02,0.0,0
2001,8,18,88,53,0.00,0.0,0
2001,8,19,94,62,0.00,0.0,0
2001,8,20,86,64,0.04,0.0,0
2001,8,21,85,58,-999.00,0.0,0
2001,8,22,84,58,-999.00,0.0,0
2001,8,23,84,57,-999.00,0.0,0
2001,8,24,91,58,0.00,0.0,0
2001,8,25,84,55,0.00,0.0,0
2001,8,26,92,53,0.00,0.0,0
2001,8,27,94,58,0.00,0.0,0
2001,8,28,89,57,-999.00,0.0,0
2001,8,29,88,57,0.00,0.0,0
2001,8,30,80,53,0.00,0.0,0
2001,8,31,81,53,-999.00,0.0,0
2001,9,1,86,54,0.00,0.0,0
2001,9,2,89,64,-999.00,0.0,0
2001,9,3,93,56,0.00,0.0,0
2001,9,4,91,55,0.00,0.0,0
2001,9,5,86,53,-999.00,0.0,0
2001,9,6,85,55,0.01,0.0,0
2001,9,7,70,46,0.23,0.0,0
2001,9,8,64,36,1.31,-999.0,0
2001,9,9,73,33,0.00,0.0,0
2001,9,10,84,43,0.00,0.0,0
2001,9,11,86,51,0.00,0.0,0
2001,9,12,85,51,0.00,0.0,0
2001,9,13,80,51,0.00,0.0,0
2001,9,14,78,50,0.15,0.0,0
2001,9,15,69,53,0.03,0.0,0
2001,9,16,76,49,0.02,0.0,0
2001,9,17,70,53,0.01,0.0,0
2001,9,18,70,47,-999.00,0.0,0
2001,9,19,82,46,0.00,0.0,0
2001,9,20,82,56,0.00,0.0,0
2001,9,21,82,46,0.00,0.0,0
2001,9,22,84,52,0.00,0.0,0
2001,9,23,72,45,0.00,0.0,0
2001,9,24,83,40,0.00,0.0,0
2001,9,25,85,46,0.00,0.0,0
2001,9,26,89,48,0.00,0.0,0
2001,9,27,90,54,0.00,0.0,0
